"Date","Price","Open","High","Low","Change %"
"Apr 11, 1996","54.100","54.050","54.100","54.050","0.77%"
"Apr 10, 1996","53.685","53.650","53.685","53.650","0.00%"
"Apr 09, 1996","53.685","53.650","53.685","53.650","0.00%"
"Apr 08, 1996","53.685","53.650","53.685","53.650","0.00%"
"Apr 05, 1996","53.685","53.650","53.685","53.650","0.00%"
"Apr 04, 1996","53.685","53.650","53.685","53.650","0.00%"
"Apr 03, 1996","53.685","53.650","53.685","53.650","0.00%"
"Apr 02, 1996","53.685","53.650","53.685","53.650","0.00%"
"Apr 01, 1996","53.685","53.650","53.685","53.650","0.00%"
"Mar 29, 1996","53.685","53.650","53.685","53.650","0.00%"
"Mar 28, 1996","53.685","53.650","53.685","53.650","0.00%"
"Mar 27, 1996","53.685","53.650","53.685","53.650","0.00%"
"Mar 26, 1996","53.685","53.650","53.685","53.650","0.00%"
"Mar 25, 1996","53.685","53.650","53.685","53.650","0.00%"
"Mar 22, 1996","53.685","53.650","53.685","53.650","0.00%"
"Mar 21, 1996","53.685","53.650","53.685","53.650","0.00%"
"Mar 20, 1996","53.685","53.650","53.685","53.650","0.00%"
"Mar 19, 1996","53.685","53.650","53.685","53.650","0.00%"
"Mar 18, 1996","53.685","53.650","53.685","53.650","0.00%"
"Mar 15, 1996","53.685","53.650","53.685","53.650","0.00%"
"Mar 14, 1996","53.685","53.650","53.685","53.650","0.00%"
"Mar 13, 1996","53.685","53.650","53.685","53.650","0.00%"
"Mar 12, 1996","53.685","53.650","53.685","53.650","0.00%"
"Mar 11, 1996","53.685","53.650","53.685","53.650","0.00%"
"Mar 08, 1996","53.685","53.650","53.685","53.650","0.00%"
"Mar 07, 1996","53.685","53.650","53.685","53.650","0.00%"
"Mar 06, 1996","53.685","53.650","53.685","53.650","0.00%"
"Mar 05, 1996","53.685","53.650","53.685","53.650","0.00%"
"Mar 04, 1996","53.685","53.650","53.685","53.650","0.00%"
"Mar 01, 1996","53.685","53.650","53.685","53.650","0.00%"
"Feb 29, 1996","53.685","53.650","53.685","53.650","0.00%"
"Feb 28, 1996","53.685","53.650","53.685","53.650","0.00%"
"Feb 27, 1996","53.685","53.650","53.685","53.650","0.00%"
"Feb 26, 1996","53.685","53.650","53.685","53.650","0.00%"
"Feb 23, 1996","53.685","53.650","53.685","53.650","0.00%"
"Feb 22, 1996","53.685","53.650","53.685","53.650","0.00%"
"Feb 21, 1996","53.685","53.650","53.685","53.650","0.00%"
"Feb 20, 1996","53.685","53.650","53.685","53.650","0.00%"
"Feb 19, 1996","53.685","53.650","53.685","53.650","0.00%"
"Feb 16, 1996","53.685","53.650","53.685","53.650","0.00%"
"Feb 15, 1996","53.685","53.650","53.685","53.650","0.00%"
"Feb 14, 1996","53.685","53.650","53.685","53.650","0.00%"
"Feb 13, 1996","53.685","53.650","53.685","53.650","0.00%"
"Feb 12, 1996","53.685","53.650","53.685","53.650","0.00%"
"Feb 09, 1996","53.685","53.650","53.685","53.650","0.00%"
"Feb 08, 1996","53.685","53.650","53.685","53.650","0.00%"
"Feb 07, 1996","53.685","53.650","53.685","53.650","0.00%"
"Feb 06, 1996","53.685","53.650","53.685","53.650","0.00%"
"Feb 05, 1996","53.685","53.650","53.685","53.650","0.00%"
"Feb 02, 1996","53.685","53.650","53.685","53.650","0.00%"
"Feb 01, 1996","53.685","53.650","53.685","53.650","0.00%"
"Jan 31, 1996","53.685","53.650","53.685","53.650","0.00%"
"Jan 30, 1996","53.685","53.670","53.685","53.670","-0.04%"
"Jan 29, 1996","53.705","53.680","53.705","53.680","-0.07%"
"Jan 26, 1996","53.740","53.680","53.740","53.680","0.02%"
"Jan 25, 1996","53.730","53.700","53.730","53.700","-0.13%"
"Jan 24, 1996","53.800","53.750","53.800","53.750","-0.07%"
"Jan 23, 1996","53.840","53.780","53.840","53.780","-0.02%"
"Jan 22, 1996","53.850","53.800","53.850","53.800","0.19%"
"Jan 19, 1996","53.750","53.700","53.750","53.700","-0.15%"
"Jan 18, 1996","53.830","53.780","53.830","53.780","-0.48%"
"Jan 17, 1996","54.090","54.030","54.090","54.030","0.05%"
"Jan 16, 1996","54.065","53.980","54.065","53.980","0.18%"
"Jan 15, 1996","53.970","53.900","53.970","53.900","0.00%"
"Jan 12, 1996","53.970","53.900","53.970","53.900","0.08%"
"Jan 11, 1996","53.925","53.900","53.925","53.900","0.14%"
"Jan 10, 1996","53.850","53.820","53.850","53.820","-0.05%"
"Jan 09, 1996","53.875","53.850","53.875","53.850","-0.07%"
"Jan 08, 1996","53.915","53.830","53.915","53.830","0.03%"
"Jan 05, 1996","53.900","53.850","53.900","53.850","0.00%"
"Jan 04, 1996","53.900","53.850","53.900","53.850","-0.19%"
"Jan 03, 1996","54.000","53.950","54.000","53.950","0.35%"
"Jan 02, 1996","53.810","53.760","53.810","53.760","-0.44%"
"Dec 29, 1995","54.050","53.510","54.050","53.510","0.00%"
"Dec 28, 1995","54.050","53.510","54.050","53.510","0.02%"
"Dec 27, 1995","54.040","53.500","54.040","53.500","0.86%"
"Dec 26, 1995","53.580","53.530","53.580","53.530","-0.85%"
"Dec 25, 1995","54.040","53.500","54.040","53.500","0.00%"
"Dec 22, 1995","54.040","53.500","54.040","53.500","0.35%"
"Dec 21, 1995","53.850","53.800","53.850","53.800","0.00%"
"Dec 20, 1995","53.850","53.800","53.850","53.800","0.07%"
"Dec 19, 1995","53.815","53.780","53.815","53.780","0.03%"
"Dec 18, 1995","53.800","53.750","53.800","53.750","0.00%"
"Dec 15, 1995","53.800","53.750","53.800","53.750","-0.19%"
"Dec 14, 1995","53.900","53.850","53.900","53.850","-0.24%"
"Dec 13, 1995","54.030","53.980","54.030","53.980","0.12%"
"Dec 12, 1995","53.965","53.830","53.965","53.830","0.12%"
"Dec 11, 1995","53.900","53.850","53.900","53.850","0.47%"
"Dec 08, 1995","53.650","53.600","53.650","53.600","-0.19%"
"Dec 07, 1995","53.750","53.700","53.750","53.700","-0.09%"
"Dec 06, 1995","53.800","53.750","53.800","53.750","0.00%"
"Dec 05, 1995","53.800","53.750","53.800","53.750","0.19%"
"Dec 04, 1995","53.700","53.650","53.700","53.650","0.66%"
"Dec 01, 1995","53.350","53.300","53.350","53.300","0.19%"
"Nov 30, 1995","53.250","53.190","53.250","53.190","0.08%"
"Nov 29, 1995","53.205","53.180","53.205","53.180","0.01%"
"Nov 28, 1995","53.200","53.150","53.200","53.150","0.25%"
"Nov 27, 1995","53.065","53.030","53.065","53.030","0.17%"
"Nov 24, 1995","52.975","52.950","52.975","52.950","0.05%"
"Nov 23, 1995","52.950","52.900","52.950","52.900","-0.95%"
"Nov 22, 1995","53.460","52.930","53.460","52.930","0.98%"
"Nov 21, 1995","52.940","52.890","52.940","52.890","-0.20%"
"Nov 20, 1995","53.045","53.020","53.045","53.020","0.13%"
"Nov 17, 1995","52.975","52.900","52.975","52.900","0.23%"
"Nov 16, 1995","52.855","52.830","52.855","52.830","0.00%"
"Nov 15, 1995","52.855","52.830","52.855","52.830","-0.09%"
"Nov 14, 1995","52.905","52.880","52.905","52.880","0.15%"
"Nov 13, 1995","52.825","52.790","52.825","52.790","0.10%"
"Nov 10, 1995","52.770","52.740","52.770","52.740","-0.06%"
"Nov 09, 1995","52.800","52.750","52.800","52.750","-0.09%"
"Nov 08, 1995","52.850","52.800","52.850","52.800","-0.09%"
"Nov 07, 1995","52.900","52.850","52.900","52.850","-0.28%"
"Nov 06, 1995","53.050","53.000","53.050","53.000","0.00%"
"Nov 03, 1995","53.050","53.000","53.050","53.000","0.19%"
"Nov 02, 1995","52.950","52.900","52.950","52.900","0.70%"
"Nov 01, 1995","52.580","52.520","52.580","52.520","-0.01%"
"Oct 31, 1995","52.585","52.500","52.585","52.500","-0.01%"
"Oct 30, 1995","52.590","52.560","52.590","52.560","0.12%"
"Oct 27, 1995","52.525","52.500","52.525","52.500","0.08%"
"Oct 26, 1995","52.485","52.460","52.485","52.460","0.22%"
"Oct 25, 1995","52.370","52.310","52.370","52.310","-0.01%"
"Oct 24, 1995","52.375","52.350","52.375","52.350","0.07%"
"Oct 23, 1995","52.340","52.280","52.340","52.280","0.00%"
"Oct 20, 1995","52.340","52.280","52.340","52.280","0.00%"
"Oct 19, 1995","52.340","52.280","52.340","52.280","0.17%"
"Oct 18, 1995","52.250","52.200","52.250","52.200","0.00%"
"Oct 17, 1995","52.250","52.200","52.250","52.200","0.04%"
"Oct 16, 1995","52.230","52.180","52.230","52.180","0.12%"
"Oct 13, 1995","52.170","52.120","52.170","52.120","-0.04%"
"Oct 12, 1995","52.190","52.130","52.190","52.130","0.12%"
"Oct 11, 1995","52.130","52.080","52.130","52.080","0.16%"
"Oct 10, 1995","52.045","52.020","52.045","52.020","-0.11%"
"Oct 09, 1995","52.100","52.050","52.100","52.050","-0.19%"
"Oct 06, 1995","52.200","52.100","52.200","52.100","-0.57%"
"Oct 05, 1995","52.500","52.450","52.500","52.450","-0.13%"
"Oct 04, 1995","52.570","52.520","52.570","52.520","-0.12%"
"Oct 03, 1995","52.635","52.570","52.635","52.570","-0.20%"
"Oct 02, 1995","52.740","52.680","52.740","52.680","0.38%"
"Sep 29, 1995","52.540","52.430","52.540","52.430","-0.21%"
"Sep 28, 1995","52.650","52.600","52.650","52.600","0.10%"
"Sep 27, 1995","52.600","52.520","52.600","52.520","0.33%"
"Sep 26, 1995","52.425","51.900","52.425","51.900","0.00%"
"Sep 25, 1995","52.425","51.900","52.425","51.900","0.26%"
"Sep 22, 1995","52.290","52.180","52.290","52.180","-0.87%"
"Sep 21, 1995","52.750","52.650","52.750","52.650","-0.66%"
"Sep 20, 1995","53.100","53.050","53.100","53.050","0.87%"
"Sep 19, 1995","52.640","52.430","52.640","52.430","-0.14%"
"Sep 18, 1995","52.715","52.430","52.715","52.430","0.89%"
"Sep 15, 1995","52.250","52.190","52.250","52.190","0.25%"
"Sep 14, 1995","52.120","52.070","52.120","52.070","0.45%"
"Sep 13, 1995","51.885","51.850","51.885","51.850","0.19%"
"Sep 12, 1995","51.785","51.760","51.785","51.760","0.18%"
"Sep 11, 1995","51.690","51.630","51.690","51.630","0.08%"
"Sep 08, 1995","51.650","51.620","51.650","51.620","0.00%"
"Sep 07, 1995","51.650","51.620","51.650","51.620","-0.01%"
"Sep 06, 1995","51.653","51.625","51.653","51.625","0.24%"
"Sep 05, 1995","51.530","51.480","51.530","51.480","0.11%"
"Sep 04, 1995","51.475","51.420","51.475","51.420","-0.12%"
"Sep 01, 1995","51.535","51.510","51.535","51.510","-0.22%"
"Aug 31, 1995","51.650","51.620","51.650","51.620","0.41%"
"Aug 30, 1995","51.440","51.380","51.440","51.380","0.29%"
"Aug 29, 1995","51.290","51.230","51.290","51.230","0.10%"
"Aug 28, 1995","51.240","51.180","51.240","51.180","-0.06%"
"Aug 25, 1995","51.270","51.240","51.270","51.240","0.09%"
"Aug 24, 1995","51.225","51.200","51.225","51.200","-0.06%"
"Aug 23, 1995","51.255","51.230","51.255","51.230","0.20%"
"Aug 22, 1995","51.155","51.130","51.155","51.130","-0.01%"
"Aug 21, 1995","51.160","51.100","51.160","51.100","-0.02%"
"Aug 18, 1995","51.170","51.140","51.170","51.140","-0.01%"
"Aug 17, 1995","51.175","51.150","51.175","51.150","-0.06%"
"Aug 16, 1995","51.205","51.160","51.205","51.160","0.63%"
"Aug 15, 1995","50.885","50.860","50.885","50.860","-0.01%"
"Aug 14, 1995","50.890","50.830","50.890","50.830","0.13%"
"Aug 11, 1995","50.825","50.800","50.825","50.800","0.30%"
"Aug 10, 1995","50.675","50.650","50.675","50.650","0.00%"
"Aug 09, 1995","50.675","50.650","50.675","50.650","0.07%"
"Aug 08, 1995","50.640","50.580","50.640","50.580","0.09%"
"Aug 07, 1995","50.595","50.570","50.595","50.570","0.10%"
"Aug 04, 1995","50.545","50.520","50.545","50.520","-0.01%"
"Aug 03, 1995","50.550","50.500","50.550","50.500","0.16%"
"Aug 02, 1995","50.470","50.410","50.470","50.410","-0.06%"
"Aug 01, 1995","50.500","50.450","50.500","50.450","-0.18%"
"Jul 31, 1995","50.590","50.540","50.590","50.540","0.06%"
"Jul 28, 1995","50.560","50.500","50.560","50.500","-0.01%"
"Jul 27, 1995","50.565","50.530","50.565","50.530","-0.01%"
"Jul 26, 1995","50.570","50.500","50.570","50.500","0.01%"
"Jul 25, 1995","50.565","50.540","50.565","50.540","0.01%"
"Jul 24, 1995","50.560","50.500","50.560","50.500","-0.10%"
"Jul 21, 1995","50.610","50.560","50.610","50.560","0.10%"
"Jul 20, 1995","50.560","50.520","50.560","50.520","-0.14%"
"Jul 19, 1995","50.630","50.580","50.630","50.580","-0.19%"
"Jul 18, 1995","50.725","50.680","50.725","50.680","0.20%"
"Jul 17, 1995","50.625","50.600","50.625","50.600","0.27%"
"Jul 14, 1995","50.490","50.430","50.490","50.430","-0.12%"
"Jul 13, 1995","50.550","50.500","50.550","50.500","-0.10%"
"Jul 12, 1995","50.600","50.550","50.600","50.550","0.00%"
"Jul 11, 1995","50.600","50.550","50.600","50.550","-1.12%"
"Jul 10, 1995","51.175","51.150","51.175","51.150","0.05%"
"Jul 07, 1995","51.150","51.100","51.150","51.100","0.24%"
"Jul 06, 1995","51.025","51.000","51.025","51.000","0.86%"
"Jul 05, 1995","50.590","50.530","50.590","50.530","0.33%"
"Jul 04, 1995","50.425","50.400","50.425","50.400","0.10%"
"Jul 03, 1995","50.375","50.350","50.375","50.350","0.06%"
"Jun 30, 1995","50.345","50.320","50.345","50.320","0.00%"
"Jun 29, 1995","50.345","50.320","50.345","50.320","0.28%"
"Jun 28, 1995","50.205","50.180","50.205","50.180","-0.03%"
"Jun 27, 1995","50.220","50.190","50.220","50.190","0.13%"
"Jun 26, 1995","50.155","50.130","50.155","50.130","-0.04%"
"Jun 23, 1995","50.175","50.150","50.175","50.150","0.28%"
"Jun 22, 1995","50.035","50.000","50.035","50.000","-0.12%"
"Jun 21, 1995","50.095","50.070","50.095","50.070","-0.13%"
"Jun 20, 1995","50.160","50.110","50.160","50.110","0.35%"
"Jun 19, 1995","49.985","49.950","49.985","49.950","-0.13%"
"Jun 16, 1995","50.050","50.000","50.050","50.000","0.20%"
"Jun 15, 1995","49.950","49.930","49.950","49.930","0.38%"
"Jun 14, 1995","49.760","49.760","49.760","49.760","-0.42%"
"Jun 13, 1995","49.970","49.945","49.970","49.945","0.03%"
"Jun 12, 1995","49.955","49.930","49.955","49.930","0.00%"
"Jun 09, 1995","49.955","49.930","49.955","49.930","0.06%"
"Jun 08, 1995","49.925","49.900","49.925","49.900","0.10%"
"Jun 07, 1995","49.875","49.850","49.875","49.850","-0.02%"
"Jun 06, 1995","49.885","49.860","49.885","49.860","0.20%"
"Jun 05, 1995","49.785","49.760","49.785","49.760","-0.08%"
"Jun 02, 1995","49.825","49.800","49.825","49.800","0.14%"
"Jun 01, 1995","49.755","49.730","49.755","49.730","0.30%"
"May 31, 1995","49.605","49.580","49.605","49.580","0.02%"
"May 30, 1995","49.595","49.570","49.595","49.570","0.11%"
"May 29, 1995","49.540","49.510","49.540","49.510","0.01%"
"May 26, 1995","49.535","49.510","49.535","49.510","-0.11%"
"May 25, 1995","49.590","49.570","49.590","49.570","-0.09%"
"May 24, 1995","49.635","49.610","49.635","49.610","-0.02%"
"May 23, 1995","49.645","49.620","49.645","49.620","0.10%"
"May 22, 1995","49.595","49.570","49.595","49.570","0.00%"
"May 19, 1995","49.595","49.570","49.595","49.570","-0.06%"
"May 18, 1995","49.625","49.600","49.625","49.600","0.02%"
"May 17, 1995","49.615","49.590","49.615","49.590","0.03%"
"May 16, 1995","49.600","49.580","49.600","49.580","0.15%"
"May 15, 1995","49.525","49.500","49.525","49.500","0.00%"
"May 12, 1995","49.525","49.500","49.525","49.500","0.26%"
"May 11, 1995","49.395","49.370","49.395","49.370","0.00%"
"May 10, 1995","49.395","49.370","49.395","49.370","0.08%"
"May 09, 1995","49.355","49.330","49.355","49.330","0.13%"
"May 08, 1995","49.290","49.290","49.290","49.290","-0.05%"
"May 05, 1995","49.315","49.290","49.315","49.290","0.00%"
"May 04, 1995","49.315","49.290","49.315","49.290","-0.02%"
"May 03, 1995","49.325","49.300","49.325","49.300","-0.08%"
"May 02, 1995","49.365","49.340","49.365","49.340","0.01%"
"May 01, 1995","49.360","49.340","49.360","49.340","0.00%"
"Apr 28, 1995","49.360","49.340","49.360","49.340","0.05%"
"Apr 27, 1995","49.335","49.310","49.335","49.310","0.06%"
"Apr 26, 1995","49.305","49.280","49.305","49.280","-0.14%"
"Apr 25, 1995","49.375","49.350","49.375","49.350","0.15%"
"Apr 24, 1995","49.300","49.250","49.300","49.250","-0.05%"
"Apr 21, 1995","49.325","49.300","49.325","49.300","0.17%"
"Apr 20, 1995","49.240","49.210","49.240","49.210","0.13%"
"Apr 19, 1995","49.175","49.150","49.175","49.150","-0.32%"
"Apr 18, 1995","49.335","49.310","49.335","49.310","0.17%"
"Apr 17, 1995","49.250","49.250","49.250","49.250","-0.10%"
"Apr 14, 1995","49.300","49.280","49.300","49.280","0.00%"
"Apr 13, 1995","49.300","49.280","49.300","49.280","0.00%"
"Apr 12, 1995","49.300","49.280","49.300","49.280","-0.07%"
"Apr 11, 1995","49.337","49.305","49.337","49.305","0.13%"
"Apr 10, 1995","49.275","49.250","49.275","49.250","0.03%"
"Apr 07, 1995","49.260","49.260","49.260","49.260","-0.10%"
"Apr 06, 1995","49.310","49.310","49.310","49.310","-0.06%"
"Apr 05, 1995","49.340","49.340","49.340","49.340","-0.14%"
"Apr 04, 1995","49.410","49.410","49.410","49.410","0.16%"
"Apr 03, 1995","49.330","49.330","49.330","49.330","-0.24%"
"Mar 31, 1995","49.450","49.450","49.450","49.450","0.18%"
"Mar 30, 1995","49.360","49.360","49.360","49.360","-0.12%"
"Mar 29, 1995","49.420","49.420","49.420","49.420","-0.12%"
"Mar 28, 1995","49.480","49.480","49.480","49.480","0.02%"
"Mar 27, 1995","49.470","49.470","49.470","49.470","-0.16%"
"Mar 24, 1995","49.550","49.550","49.550","49.550","0.28%"
"Mar 23, 1995","49.410","49.410","49.410","49.410","-0.06%"
"Mar 22, 1995","49.440","49.440","49.440","49.440","-0.02%"
"Mar 21, 1995","49.450","49.450","49.450","49.450","0.06%"
"Mar 20, 1995","49.420","49.420","49.420","49.420","-0.52%"
"Mar 17, 1995","49.680","49.680","49.680","49.680","-0.12%"
"Mar 16, 1995","49.740","49.740","49.740","49.740","0.00%"
"Mar 15, 1995","49.740","49.740","49.740","49.740","-0.02%"
"Mar 14, 1995","49.750","49.750","49.750","49.750","0.02%"
"Mar 13, 1995","49.740","49.740","49.740","49.740","0.14%"
"Mar 10, 1995","49.670","49.670","49.670","49.670","0.04%"
"Mar 09, 1995","49.650","49.650","49.650","49.650","0.00%"
"Mar 08, 1995","49.650","49.650","49.650","49.650","-0.24%"
"Mar 07, 1995","49.770","49.770","49.770","49.770","0.00%"
"Mar 06, 1995","49.770","49.770","49.770","49.770","-0.20%"
"Mar 03, 1995","49.870","49.870","49.870","49.870","0.00%"
"Mar 02, 1995","49.870","49.870","49.870","49.870","0.04%"
"Mar 01, 1995","49.850","49.850","49.850","49.850","-0.06%"
"Feb 28, 1995","49.880","49.880","49.880","49.880","0.00%"
"Feb 27, 1995","49.880","49.880","49.880","49.880","0.00%"
"Feb 24, 1995","49.880","49.880","49.880","49.880","0.00%"
"Feb 23, 1995","49.880","49.880","49.880","49.880","0.06%"
"Feb 22, 1995","49.850","49.850","49.850","49.850","-0.16%"
"Feb 21, 1995","49.930","49.930","49.930","49.930","0.07%"
"Feb 20, 1995","49.895","49.895","49.895","49.895","-0.05%"
"Feb 17, 1995","49.920","49.920","49.920","49.920","-0.02%"
"Feb 16, 1995","49.930","49.930","49.930","49.930","-0.06%"
"Feb 15, 1995","49.960","49.960","49.960","49.960","0.00%"
"Feb 14, 1995","49.960","49.960","49.960","49.960","0.00%"
"Feb 13, 1995","49.960","49.960","49.960","49.960","-0.10%"
"Feb 10, 1995","50.010","50.010","50.010","50.010","0.14%"
"Feb 09, 1995","49.940","49.940","49.940","49.940","0.00%"
"Feb 08, 1995","49.940","49.940","49.940","49.940","0.00%"
"Feb 07, 1995","49.940","49.940","49.940","49.940","0.00%"
"Feb 06, 1995","49.940","49.940","49.940","49.940","0.00%"
"Feb 03, 1995","49.940","49.940","49.940","49.940","-0.04%"
"Feb 02, 1995","49.960","49.960","49.960","49.960","0.00%"
"Feb 01, 1995","49.960","49.960","49.960","49.960","0.00%"
"Jan 31, 1995","49.960","49.960","49.960","49.960","0.00%"
"Jan 30, 1995","49.960","49.960","49.960","49.960","0.00%"
"Jan 27, 1995","49.960","49.960","49.960","49.960","0.14%"
"Jan 26, 1995","49.890","49.890","49.890","49.890","0.00%"
"Jan 25, 1995","49.890","49.890","49.890","49.890","0.00%"
"Jan 24, 1995","49.890","49.890","49.890","49.890","0.00%"
"Jan 23, 1995","49.890","49.890","49.890","49.890","0.00%"
"Jan 20, 1995","49.890","49.890","49.890","49.890","0.14%"
"Jan 19, 1995","49.820","49.820","49.820","49.820","0.00%"
"Jan 18, 1995","49.820","49.820","49.820","49.820","0.00%"
"Jan 17, 1995","49.820","49.820","49.820","49.820","0.00%"
"Jan 16, 1995","49.820","49.820","49.820","49.820","0.04%"
"Jan 13, 1995","49.800","49.800","49.800","49.800","0.00%"
"Jan 12, 1995","49.800","49.800","49.800","49.800","0.00%"
"Jan 11, 1995","49.800","49.800","49.800","49.800","0.00%"
"Jan 10, 1995","49.800","49.800","49.800","49.800","0.00%"
"Jan 09, 1995","49.800","49.800","49.800","49.800","0.00%"
"Jan 06, 1995","49.800","49.800","49.800","49.800","0.36%"
"Jan 05, 1995","49.620","49.620","49.620","49.620","0.00%"
"Jan 04, 1995","49.620","49.620","49.620","49.620","0.00%"
"Jan 03, 1995","49.620","49.620","49.620","49.620","0.00%"
"Jan 02, 1995","49.620","49.620","49.620","49.620","0.00%"
"Dec 30, 1994","49.620","49.620","49.620","49.620","-0.12%"
"Dec 29, 1994","49.680","49.680","49.680","49.680","0.00%"
"Dec 28, 1994","49.680","49.680","49.680","49.680","0.00%"
"Dec 27, 1994","49.680","49.680","49.680","49.680","0.00%"
"Dec 26, 1994","49.680","49.680","49.680","49.680","0.00%"
"Dec 23, 1994","49.680","49.680","49.680","49.680","0.18%"
"Dec 22, 1994","49.590","49.590","49.590","49.590","0.00%"
"Dec 21, 1994","49.590","49.590","49.590","49.590","0.00%"
"Dec 20, 1994","49.590","49.590","49.590","49.590","0.00%"
"Dec 19, 1994","49.590","49.590","49.590","49.590","0.00%"
"Dec 16, 1994","49.590","49.590","49.590","49.590","0.26%"
"Dec 15, 1994","49.460","49.460","49.460","49.460","0.00%"
"Dec 14, 1994","49.460","49.460","49.460","49.460","0.00%"
"Dec 13, 1994","49.460","49.460","49.460","49.460","0.00%"
"Dec 12, 1994","49.460","49.460","49.460","49.460","0.00%"
"Dec 09, 1994","49.460","49.460","49.460","49.460","0.32%"
"Dec 08, 1994","49.300","49.300","49.300","49.300","0.00%"
"Dec 07, 1994","49.300","49.300","49.300","49.300","0.00%"
"Dec 06, 1994","49.300","49.300","49.300","49.300","0.00%"
"Dec 05, 1994","49.300","49.300","49.300","49.300","-0.26%"
"Dec 02, 1994","49.430","49.430","49.430","49.430","0.00%"
"Dec 01, 1994","49.430","49.430","49.430","49.430","0.00%"
"Nov 30, 1994","49.430","49.430","49.430","49.430","0.00%"
"Nov 29, 1994","49.430","49.430","49.430","49.430","0.00%"
"Nov 28, 1994","49.430","49.430","49.430","49.430","0.00%"
"Nov 25, 1994","49.430","49.430","49.430","49.430","0.56%"
"Nov 24, 1994","49.157","49.157","49.157","49.157","0.00%"
"Nov 23, 1994","49.157","49.157","49.157","49.157","0.00%"
"Nov 22, 1994","49.157","49.157","49.157","49.157","0.00%"
"Nov 21, 1994","49.157","49.157","49.157","49.157","0.00%"
"Nov 18, 1994","49.157","49.157","49.157","49.157","0.26%"
"Nov 17, 1994","49.030","49.030","49.030","49.030","0.00%"
"Nov 16, 1994","49.030","49.030","49.030","49.030","0.00%"
"Nov 15, 1994","49.030","49.030","49.030","49.030","0.00%"
"Nov 14, 1994","49.030","49.030","49.030","49.030","0.00%"
"Nov 11, 1994","49.030","49.030","49.030","49.030","0.02%"
"Nov 10, 1994","49.020","49.020","49.020","49.020","0.00%"
"Nov 09, 1994","49.020","49.020","49.020","49.020","0.00%"
"Nov 08, 1994","49.020","49.020","49.020","49.020","0.00%"
"Nov 07, 1994","49.020","49.020","49.020","49.020","0.00%"
"Nov 04, 1994","49.020","49.020","49.020","49.020","0.16%"
"Nov 03, 1994","48.940","48.940","48.940","48.940","0.00%"
"Nov 02, 1994","48.940","48.940","48.940","48.940","0.00%"
"Nov 01, 1994","48.940","48.940","48.940","48.940","0.00%"
"Oct 31, 1994","48.940","48.940","48.940","48.940","0.00%"
"Oct 28, 1994","48.940","48.940","48.940","48.940","0.02%"
"Oct 27, 1994","48.930","48.930","48.930","48.930","0.00%"
"Oct 26, 1994","48.930","48.930","48.930","48.930","0.00%"
"Oct 25, 1994","48.930","48.930","48.930","48.930","0.00%"
"Oct 24, 1994","48.930","48.930","48.930","48.930","0.00%"
"Oct 21, 1994","48.930","48.930","48.930","48.930","-0.51%"
"Oct 20, 1994","49.180","49.180","49.180","49.180","0.00%"
"Oct 19, 1994","49.180","49.180","49.180","49.180","0.00%"
"Oct 18, 1994","49.180","49.180","49.180","49.180","0.00%"
"Oct 17, 1994","49.180","49.180","49.180","49.180","0.00%"
"Oct 14, 1994","49.180","49.180","49.180","49.180","-0.20%"
"Oct 13, 1994","49.280","49.280","49.280","49.280","0.00%"
"Oct 12, 1994","49.280","49.280","49.280","49.280","0.00%"
"Oct 11, 1994","49.280","49.280","49.280","49.280","0.00%"
"Oct 10, 1994","49.280","49.280","49.280","49.280","0.00%"
"Oct 07, 1994","49.280","49.280","49.280","49.280","0.00%"
"Oct 06, 1994","49.280","49.280","49.280","49.280","0.00%"
"Oct 05, 1994","49.280","49.280","49.280","49.280","0.00%"
"Oct 04, 1994","49.280","49.280","49.280","49.280","0.00%"
"Oct 03, 1994","49.280","49.280","49.280","49.280","0.00%"
"Sep 30, 1994","49.280","49.280","49.280","49.280","0.04%"
"Sep 29, 1994","49.260","49.260","49.260","49.260","0.00%"
"Sep 28, 1994","49.260","49.260","49.260","49.260","0.00%"
"Sep 27, 1994","49.260","49.260","49.260","49.260","0.00%"
"Sep 26, 1994","49.260","49.260","49.260","49.260","0.00%"
"Sep 23, 1994","49.260","49.260","49.260","49.260","-0.06%"
"Sep 22, 1994","49.290","49.290","49.290","49.290","0.00%"
"Sep 21, 1994","49.290","49.290","49.290","49.290","0.00%"
"Sep 20, 1994","49.290","49.290","49.290","49.290","0.00%"
"Sep 19, 1994","49.290","49.290","49.290","49.290","0.00%"
"Sep 16, 1994","49.290","49.290","49.290","49.290","-0.06%"
"Sep 15, 1994","49.320","49.320","49.320","49.320","0.00%"
"Sep 14, 1994","49.320","49.320","49.320","49.320","0.00%"
"Sep 13, 1994","49.320","49.320","49.320","49.320","0.00%"
"Sep 12, 1994","49.320","49.320","49.320","49.320","0.00%"
"Sep 09, 1994","49.320","49.320","49.320","49.320","0.08%"
"Sep 08, 1994","49.280","49.280","49.280","49.280","0.00%"
"Sep 07, 1994","49.280","49.280","49.280","49.280","0.00%"
"Sep 06, 1994","49.280","49.280","49.280","49.280","0.00%"
"Sep 05, 1994","49.280","49.280","49.280","49.280","0.00%"
"Sep 02, 1994","49.280","49.280","49.280","49.280","0.10%"
"Sep 01, 1994","49.230","49.230","49.230","49.230","0.00%"
"Aug 31, 1994","49.230","49.230","49.230","49.230","0.00%"
